id,name,tr,state,prov,cat,badge,unesco,lat,lon,ap,apn,fd,apkm,apmin,season,entry,wikiurl
birgi,Birgi,Birgi,Aegean,İzmir,village,gem,False,38.255,28.065,ADB,İzmir Adnan Menderes (ADB),≈2h35,105,100,"Apr–Jun and Sep–Nov — the mosque and mansion close for lunch, and August is airless",Small fee — check locally · mosque free,https://en.wikipedia.org/wiki/Birgi
bozburun,Bozburun,Bozburun,Aegean,Muğla,village,gem,False,36.68333,28.06667,DLM,Dalaman (DLM),≈2h50,85,80,May–Jun and Sep–Oct — winter here is genuinely closed,Free,https://en.wikipedia.org/wiki/Bozburun
bozdag-odemis,Bozdağ,Bozdağ,Aegean,İzmir,mountain,gem,False,38.33917,28.07667,ADB,İzmir Adnan Menderes (ADB),≈2h35,105,100,"Jan–Mar for skiing, Jun–Sep for the cool air and chestnut woods",Free · ski lift day pass ≈₺600 (≈€13),https://en.wikipedia.org/wiki/Bozda%C4%9F
selimiye-marmaris,Selimiye,Selimiye,Aegean,Muğla,village,gem,False,36.70683,28.09383,DLM,Dalaman (DLM),≈2h50,80,75,May–Jun and Sep–Oct — most restaurants shut from November to March,Free,"https://en.wikipedia.org/wiki/Selimiye,_Marmaris"
salihli,Salihli,Salihli,Aegean,Manisa,city,gem,False,38.48111,28.13917,ADB,İzmir Adnan Menderes (ADB),≈2h35,115,110,Sep–Oct for the raisin harvest; Nov–Mar is the proper thermal season,Free · thermal bath entry ≈₺200–400 (≈€5–9),https://en.wikipedia.org/wiki/Salihli
nysa-on-the-maeander,Nysa on the Maeander,Nysa Antik Kenti,Aegean,Aydın,ruins,gem,False,37.90167,28.14667,BJV,Bodrum Milas (BJV),≈2h45,110,105,Mar–Jun and Sep–Nov — the gorge is slippery after rain,≈€5 · covered by Museum Pass Türkiye,https://en.wikipedia.org/wiki/Nysa_on_the_Maeander
orhaniye-kizkumu,Kızkumu (Orhaniye's Sunken Road),Kızkumu,Aegean,Muğla,coast,gem,False,36.75348,28.15076,DLM,Dalaman (DLM),≈2h50,75,75,May–Oct — outside that the water is too cold to enjoy the walk,Free — most access is through restaurants that expect an order,https://en.wikipedia.org/wiki/K%C4%B1zkumu
sedir-island,Sedir Island (Cleopatra Beach),Sedir Adası,Aegean,Muğla,coast,icon,False,36.99306,28.20611,BJV,Bodrum Milas (BJV),≈2h45,75,75,May–Jun and Sep–Oct — the daily boats stop running by November,≈€6 island fee plus the boat fare from Çamlı or Akyaka,https://en.wikipedia.org/wiki/Sedir_Island
turunc,Turunç,Turunç,Aegean,Muğla,coast,gem,False,36.773,28.246,DLM,Dalaman (DLM),≈2h50,65,65,Jun–Sep for swimming; May and Oct are quiet and still warm enough,Free,https://en.wikipedia.org/wiki/Turun%C3%A7
amos-ancient-city,Amos,Amos Antik Kenti,Aegean,Muğla,ruins,gem,False,36.74688,28.26965,DLM,Dalaman (DLM),≈2h50,60,60,"Apr–Jun and Sep–Nov — no shade, and the path is slippery after rain",Free,https://en.wikipedia.org/wiki/Amos_(ancient_city)
marmaris,Marmaris,Marmaris,Aegean,Muğla,city,icon,False,36.85333,28.27083,DLM,Dalaman (DLM),≈2h50,65,65,"May–Jun and Sep–Oct — July and August are hot, packed and loud until 4am",Free,https://en.wikipedia.org/wiki/Marmaris
marmaris-castle,Marmaris Castle,Marmaris Kalesi,Aegean,Muğla,heritage,gem,False,36.85056,28.27444,DLM,Dalaman (DLM),≈2h50,65,65,Apr–Jun and Sep–Nov — the courtyard bakes at midday in summer,≈€4 · covered by Museum Pass Türkiye,https://en.wikipedia.org/wiki/Marmaris_Castle
marmaris-national-park,Marmaris National Park,Marmaris Milli Parkı,Aegean,Muğla,nature,gem,False,36.84579,28.29798,DLM,Dalaman (DLM),≈2h50,60,60,Apr–Jun and Sep–Nov — high fire risk closes forest roads in July and August,Free,https://en.wikipedia.org/wiki/Marmaris_National_Park
akyaka,Akyaka,Akyaka,Aegean,Muğla,village,gem,False,37.05,28.31667,DLM,Dalaman (DLM),≈2h50,75,75,May–Jun and Sep–Oct — the meltemi turns July and August into a kitesurfing season,Free,"https://en.wikipedia.org/wiki/Akyaka,_Ula"
kuyucak-lavender-aydin,Kuyucak Lavender Fields,Kuyucak Lavanta Tarlaları,Aegean,Aydın,nature,gem,False,37.91528,28.45917,BJV,Bodrum Milas (BJV),≈2h45,130,125,Late Jun–mid Jul for the flower; the rest of the year it is a working fig district,Free,https://en.wikipedia.org/wiki/Kuyucak
alasehir,Alaşehir (Philadelphia),Alaşehir,Aegean,Manisa,city,gem,False,38.35,28.51667,USQ,Uşak (USQ),≈5h00,120,115,Sep–Oct for the grape harvest; Apr–May for green hills — July and August are over 38 °C,Free,https://en.wikipedia.org/wiki/Ala%C5%9Fehir
kula-volcanic-geopark,Kula Volcanic Geopark,Kula Volkanik Jeoparkı,Aegean,Manisa,mountain,gem,False,38.57722,28.52,USQ,Uşak (USQ),≈5h00,110,105,Apr–May and Oct — the black rock radiates heat and July–Aug is brutal out there,Free,https://en.wikipedia.org/wiki/Kula_(volcano)
sultaniye-hot-springs,Sultaniye Hot Springs,Sultaniye Kaplıcaları,Aegean,Muğla,water,gem,False,36.88111,28.58139,DLM,Dalaman (DLM),≈2h50,35,35,Oct–May is the sweet spot — 39 °C water in August is unpleasant,≈₺250 (≈€6),"https://en.wikipedia.org/wiki/Sultaniye,_K%C3%B6yce%C4%9Fiz"
karacasu,Karacasu,Karacasu,Aegean,Aydın,village,gem,False,37.73083,28.60611,DNZ,Denizli Çardak (DNZ),≈5h00,125,120,Apr–Jun and Sep–Oct — winter is cold and grey up here,Free,https://en.wikipedia.org/wiki/Karacasu
iztuzu-beach,İztuzu Beach,İztuzu Plajı,Aegean,Muğla,coast,icon,False,36.79222,28.62,DLM,Dalaman (DLM),≈2h50,25,25,Jun–Sep for swimming; May and Oct are quiet with the turtle rules still in force,Free — small parking fee at the road entrance,https://en.wikipedia.org/wiki/%C4%B0ztuzu_Beach
kaunos,Kaunos,Kaunos Antik Kenti,Aegean,Muğla,ruins,icon,False,36.82639,28.62139,DLM,Dalaman (DLM),≈2h50,25,25,"Apr–Jun and Sep–Nov — exposed site, and the marsh breeds mosquitoes in summer",≈€8 · covered by Museum Pass Türkiye,https://en.wikipedia.org/wiki/Kaunos
dalyan,Dalyan,Dalyan,Aegean,Muğla,village,icon,False,36.83417,28.6425,DLM,Dalaman (DLM),≈2h50,25,25,May–Jun and Sep–Oct — July and August are hot and the boat queues long,Free,https://en.wikipedia.org/wiki/Dalyan
kula-town,Kula Old Town,Kula Evleri,Aegean,Manisa,village,gem,False,38.54583,28.64944,USQ,Uşak (USQ),≈5h00,95,90,Apr–Jun and Sep–Oct — the plateau hits 40 °C in summer and freezes in January,Free · house museums small fee,"https://en.wikipedia.org/wiki/Kula,_Manisa"
koycegiz-lake,Lake Köyceğiz,Köyceğiz Gölü,Aegean,Muğla,water,gem,False,36.9122,28.6553,DLM,Dalaman (DLM),≈2h50,35,35,Apr–Jun and Sep–Nov — mosquitoes are serious on summer evenings,Free,https://en.wikipedia.org/wiki/Lake_K%C3%B6yce%C4%9Fiz
demirci,Demirci,Demirci,Aegean,Manisa,village,gem,False,39.045,28.65806,USQ,Uşak (USQ),≈5h00,105,100,May–Oct — the road over the ridges is snowbound in stretches from December to March,Free,https://en.wikipedia.org/wiki/Demirci
aphrodisias,Aphrodisias,Afrodisias,Aegean,Aydın,ruins,icon,True,37.70833,28.72361,DNZ,Denizli Çardak (DNZ),≈5h00,110,105,Apr–Jun and Sep–Oct — winter mornings are foggy and the valley floods,≈€15 · covered by Museum Pass Türkiye,https://en.wikipedia.org/wiki/Aphrodisias
yuvarlakcay,Yuvarlakçay,Yuvarlakçay,Aegean,Muğla,nature,gem,False,36.91197,28.79162,DLM,Dalaman (DLM),≈2h50,30,30,Jun–Sep — the shade and the cold water are the whole point; winter is muddy,Free — the restaurants expect an order,https://en.wikipedia.org/wiki/K%C3%B6yce%C4%9Fiz-Dalyan_Special_Environmental_Protection_Area
buldan,Buldan,Buldan,Aegean,Denizli,village,gem,False,38.045,28.83056,DNZ,Denizli Çardak (DNZ),≈5h00,105,100,Apr–Jun and Sep–Oct — the old town is steep and icy in winter,Free,https://en.wikipedia.org/wiki/Buldan
babadag-denizli,Babadağ,Babadağ,Aegean,Denizli,village,gem,False,37.80694,28.85611,DNZ,Denizli Çardak (DNZ),≈5h00,95,90,May–Oct — the road up is snowbound in parts of winter,Free,"https://en.wikipedia.org/wiki/Babada%C4%9F,_Denizli"
twelve-islands-gocek,Twelve Islands,On İki Adalar,Aegean,Muğla,coast,gem,False,36.67056,28.91917,DLM,Dalaman (DLM),≈2h50,15,15,May–Jun and Sep–Oct — August fills the anchorages and the meltemi builds after noon,Free — you pay for the boat,https://en.wikipedia.org/wiki/Tersane_Island
gocek,Göcek,Göcek,Aegean,Muğla,village,icon,False,36.75694,28.94444,DLM,Dalaman (DLM),≈2h50,20,20,May–Jun and Sep–Oct — the gulet season either side of the August peak,Free,"https://en.wikipedia.org/wiki/G%C3%B6cek,_Fethiye"
tripolis-on-the-meander,Tripolis on the Meander,Tripolis Antik Kenti,Aegean,Denizli,ruins,gem,False,38.05,28.95,DNZ,Denizli Çardak (DNZ),≈5h00,95,90,"Mar–May and Oct–Nov — flat, treeless and 40 °C in high summer","Free at present — a ticket booth has been built, so expect a small fee",https://en.wikipedia.org/wiki/Tripolis_on_the_Meander
simav-eynal-thermal,Simav and Eynal Springs,Simav ve Eynal Kaplıcaları,Aegean,Kütahya,water,gem,False,39.08333,28.98333,USQ,Uşak (USQ),≈5h00,80,75,Oct–Apr for the springs; Jun–Sep for the mountain and the lake,≈₺150–250 (≈€4–6) at the municipal baths,https://en.wikipedia.org/wiki/Simav
guney-waterfall,Güney Waterfall,Güney Şelalesi,Aegean,Denizli,water,gem,False,38.12,29.06,DNZ,Denizli Çardak (DNZ),≈5h00,90,85,Mar–Jun for full flow; irrigation draws it down badly by late summer,Free · small parking charge in season,https://en.wikipedia.org/wiki/G%C3%BCney_Waterfall
gemiler-island,Gemiler Island,Gemiler Adası,Aegean,Muğla,ruins,gem,False,36.55345,29.06935,DLM,Dalaman (DLM),≈2h50,40,40,"May–Jun and Sep–Oct — no shade, and the boats stop in winter",≈€5 landing fee plus the boat from Ölüdeniz or Karacaören,https://en.wikipedia.org/wiki/Gemiler_Island
kayakoy,Kayaköy,Kayaköy,Aegean,Muğla,village,icon,False,36.575,29.09111,DLM,Dalaman (DLM),≈2h50,40,40,Apr–Jun and Sep–Nov — the hillside is punishing in July and August,≈€6 · covered by Museum Pass Türkiye,https://en.wikipedia.org/wiki/Kayak%C3%B6y
laodicea-on-the-lycus,Laodicea on the Lycus,Laodikeia,Aegean,Denizli,ruins,icon,False,37.83583,29.1075,DNZ,Denizli Çardak (DNZ),≈5h00,70,70,Mar–May and Oct–Nov — no shade at all on the plateau in summer,≈€10 · covered by Museum Pass Türkiye,https://en.wikipedia.org/wiki/Laodicea_on_the_Lycus
tomb-of-amyntas,Tomb of Amyntas,Amyntas Kaya Mezarı,Aegean,Muğla,ruins,icon,False,36.61833,29.11778,DLM,Dalaman (DLM),≈2h50,40,40,Year-round; avoid the climb between noon and four in summer,≈€4 · covered by Museum Pass Türkiye,https://en.wikipedia.org/wiki/Tomb_of_Amyntas
kabak-faralya,Kabak Bay and Faralya,Kabak Koyu ve Faralya,Aegean,Muğla,coast,gem,False,36.483,29.118,DLM,Dalaman (DLM),≈2h50,50,50,May–Jun and Sep–Oct — most camps close from November to March,Free,https://en.wikipedia.org/wiki/Faralya
fethiye,Fethiye,Fethiye,Aegean,Muğla,city,icon,False,36.65139,29.12306,DLM,Dalaman (DLM),≈2h50,40,40,"Apr–Jun and Sep–Nov — the town works year-round, unlike Ölüdeniz",Free,https://en.wikipedia.org/wiki/Fethiye
pamukkale,Pamukkale,Pamukkale,Aegean,Denizli,water,icon,True,37.92389,29.12333,DNZ,Denizli Çardak (DNZ),≈5h00,70,70,"Apr–May and Oct — winter is cold on wet bare feet, August is a queue in 38 °C",≈€35 combined with Hierapolis · Antique Pool ≈€25 extra · Museum Pass covers the site but not the pool,https://en.wikipedia.org/wiki/Pamukkale
hierapolis,Hierapolis,Hierapolis,Aegean,Denizli,ruins,icon,True,37.925,29.12583,DNZ,Denizli Çardak (DNZ),≈5h00,70,70,Apr–May and Oct — the plateau is shadeless and brutal Jul–Aug,≈€35 combined with Pamukkale · covered by Museum Pass Türkiye,https://en.wikipedia.org/wiki/Hierapolis
butterfly-valley-fethiye,Butterfly Valley,Kelebekler Vadisi,Aegean,Muğla,coast,icon,False,36.4968,29.12733,DLM,Dalaman (DLM),≈2h50,50,50,Jun–Sep for the moths and the boats; the descent path is dangerous when wet,≈€10 boat return from Ölüdeniz plus a small valley fee,"https://en.wikipedia.org/wiki/Butterfly_Valley,_Fethiye"
oludeniz,Ölüdeniz,Ölüdeniz,Aegean,Muğla,coast,icon,False,36.57083,29.1425,DLM,Dalaman (DLM),≈2h50,45,45,May–Jun and Sep–Oct — August is very hot and the beach is shoulder to shoulder,≈₺150 (≈€3.50) for the lagoon nature park; Belcekız beach is free,https://en.wikipedia.org/wiki/%C3%96l%C3%BCdeniz
lycian-way-western-half,Lycian Way (Western Half),Likya Yolu (Batı Kesimi),Aegean,Muğla,mountain,icon,False,36.57902,29.15345,DLM,Dalaman (DLM),≈2h50,45,45,Mar–May and Oct–Nov — summer on the exposed cliffs is dangerous,Free,https://en.wikipedia.org/wiki/Lycian_Way
akhan-caravanserai,Akhan Caravanserai,Akhan Kervansarayı,Aegean,Denizli,heritage,gem,False,37.8017,29.1636,DNZ,Denizli Çardak (DNZ),≈5h00,60,60,All year — the covered hall is cool in summer and dry in winter,Free,https://en.wikipedia.org/wiki/Denizli
babadag-fethiye,Babadağ,Babadağ,Aegean,Muğla,mountain,icon,False,36.52833,29.185,DLM,Dalaman (DLM),≈2h50,55,55,Apr–Oct for flying; the cable car runs most of the year but wind closes it,Cable car ≈€25 return; tandem flights ≈€90–130 depending on the ramp,"https://en.wikipedia.org/wiki/Babada%C4%9F_(mountain,_Mu%C4%9Fla)"
blaundus,Blaundus,Blaundos,Aegean,Uşak,ruins,gem,False,38.35694,29.20889,USQ,Uşak (USQ),≈5h00,55,55,Apr–Jun and Sep–Oct — the plateau hits 40 °C in July and freezes in January,Free,https://en.wikipedia.org/wiki/Blaundus
cadyanda,Cadyanda,Kadyanda Antik Kenti,Aegean,Muğla,ruins,gem,False,36.73349,29.23408,DLM,Dalaman (DLM),≈2h50,50,50,May–Oct; the access road can be icy in winter,Small fee — check locally · Museum Pass usually accepted,https://en.wikipedia.org/wiki/Cadyanda
pinara,Pinara,Pınara,Aegean,Muğla,ruins,gem,False,36.48861,29.25194,DLM,Dalaman (DLM),≈2h50,60,60,Apr–Jun and Sep–Nov — the access track is bad after winter rain,≈€4 · covered by Museum Pass Türkiye,https://en.wikipedia.org/wiki/Pinara
colossae,Colossae,Kolossai,Aegean,Denizli,ruins,gem,False,37.78667,29.26,DNZ,Denizli Çardak (DNZ),≈5h00,50,50,Mar–May and Oct–Nov — the track is mud after rain,Free,https://en.wikipedia.org/wiki/Colossae
mount-honaz,Mount Honaz,Honaz Dağı,Aegean,Denizli,mountain,gem,False,37.75806,29.27083,DNZ,Denizli Çardak (DNZ),≈5h00,50,50,Jun–Oct for the summit; snow closes the upper road roughly Dec–Apr,Small national park fee — check locally; usually charged per vehicle at the forest gate,https://en.wikipedia.org/wiki/Mount_Honaz
letoon,Letoon,Letoon,Aegean,Muğla,ruins,icon,True,36.33194,29.28972,DLM,Dalaman (DLM),≈2h50,80,75,Mar–Jun and Sep–Nov — the flooded section is deepest after winter rain,≈€6 · covered by Museum Pass Türkiye,https://en.wikipedia.org/wiki/Letoon
ulubey-canyon,Ulubey Canyon,Ulubey Kanyonu,Aegean,Uşak,water,gem,False,38.38444,29.29972,USQ,Uşak (USQ),≈5h00,45,45,Apr–Jun and Sep–Nov — the descent path is slippery in winter and airless in August,≈₺100 (≈€2.50) per car for the nature park,https://en.wikipedia.org/wiki/Ulubey_Canyon_Nature_Park
usak-museum-karun,Uşak Archaeological Museum,Uşak Arkeoloji Müzesi,Aegean,Uşak,heritage,gem,False,38.57689,29.37298,USQ,Uşak (USQ),≈5h00,20,20,Year-round; closed Mondays,≈€3 · covered by Museum Pass Türkiye,https://en.wikipedia.org/wiki/U%C5%9Fak_Museum_of_Archaeology
saklikent-gorge,Saklıkent Gorge,Saklıkent Kanyonu,Aegean,Muğla,water,icon,False,36.46878,29.40342,DLM,Dalaman (DLM),≈2h50,80,75,May–Oct; snowmelt flood closes the gorge from November to April,≈₺200 (≈€5) national park entry; not covered by the Museum Pass,https://en.wikipedia.org/wiki/Sakl%C4%B1kent_National_Park
tlos,Tlos,Tlos,Aegean,Muğla,ruins,gem,False,36.55254,29.42079,DLM,Dalaman (DLM),≈2h50,75,75,Mar–Jun and Sep–Nov — the valley is very hot in midsummer,≈€6 · covered by Museum Pass Türkiye,https://en.wikipedia.org/wiki/Tlos
kaklik-cave,Kaklık Cave,Kaklık Mağarası,Aegean,Denizli,water,gem,False,37.8339,29.4386,DNZ,Denizli Çardak (DNZ),≈5h00,30,30,All year — the cave holds a steady temperature and is a genuine winter option,"Small fee — check locally; municipal ticket, cash only",https://en.wikipedia.org/wiki/Kakl%C4%B1k_Cave
clandras-bridge,Clandras Bridge,Clandras Köprüsü,Aegean,Uşak,heritage,gem,False,38.31667,29.51667,USQ,Uşak (USQ),≈5h00,55,55,Apr–Jun and Sep–Oct — the river road can flood in late winter,Free,https://en.wikipedia.org/wiki/Karahall%C4%B1
aizanoi,Aizanoi,Aizanoi,Aegean,Kütahya,ruins,gem,False,39.2,29.61667,KZR,Kütahya Zafer (KZR),≈5h00,60,60,Apr–Jun and Sep–Oct — the plateau is bleak and often snowbound in winter,≈€6 · covered by Museum Pass Türkiye,https://en.wikipedia.org/wiki/Aizanoi
domanic,Domaniç,Domaniç,Aegean,Kütahya,nature,gem,False,39.8,29.61667,YEI,Bursa Yenişehir (YEI),≈4h40,65,65,May–Oct; heavy snow closes the high roads from December to March,Free,https://en.wikipedia.org/wiki/Domani%C3%A7_District
murat-dagi,Murat Dağı,Murat Dağı,Aegean,Kütahya,mountain,gem,False,38.93722,29.67361,USQ,Uşak (USQ),≈5h00,45,45,"Jan–Mar for snow, Jun–Sep for the meadows; the shoulder months are mud","Free; ski lift passes are cheap, roughly ₺300 (≈€7) a day",https://en.wikipedia.org/wiki/Murat_Da%C4%9F%C4%B1
banaz-hamam-bogazi,"Hamam Boğazı, Banaz",Hamam Boğazı,Aegean,Uşak,water,gem,False,38.73333,29.75,USQ,Uşak (USQ),≈5h00,30,30,Oct–Apr is the point — soaking here in a plateau summer makes no sense,Small fee — check locally,https://en.wikipedia.org/wiki/Banaz
lake-isikli,Lake Işıklı,Işıklı Gölü,Aegean,Denizli,water,gem,False,38.23333,29.9,DNZ,Denizli Çardak (DNZ),≈5h00,70,70,"Mar–May and Sep–Nov for birds; midsummer is hot, hazy and full of reeds",Free · boat hire negotiated locally,https://en.wikipedia.org/wiki/Lake_I%C5%9F%C4%B1kl%C4%B1
kutahya,Kütahya,Kütahya,Aegean,Kütahya,city,gem,False,39.41667,29.98333,KZR,Kütahya Zafer (KZR),≈5h00,45,45,"Apr–Jun and Sep–Oct — winters are cold, wet and long at 970 metres",Tile Museum ≈₺100 (≈€2.50); the old lanes are free,https://en.wikipedia.org/wiki/K%C3%BCtahya
phrygian-way,Phrygian Way,Frig Yolu,Aegean,Afyonkarahisar,mountain,gem,False,39.01349,30.4032,KZR,Kütahya Zafer (KZR),≈5h00,35,35,Apr–Jun and Sep–Oct — the plateau bakes in July and snows in winter,Free,https://en.wikipedia.org/wiki/Phrygian_Way
seydiler-fairy-chimneys,Seydiler Fairy Chimneys,Seydiler Peribacaları,Aegean,Afyonkarahisar,nature,gem,False,39.03333,30.41667,KZR,Kütahya Zafer (KZR),≈5h00,35,35,Apr–Jun and Sep–Oct — the poppy fields around İhsaniye flower in June,Free,https://en.wikipedia.org/wiki/%C4%B0hsaniye
aslantas-yilantas,Aslantaş and Yılantaş,Aslantaş ve Yılantaş,Aegean,Afyonkarahisar,ruins,gem,False,39.04822,30.52431,KZR,Kütahya Zafer (KZR),≈5h00,45,45,Apr–Jun and Sep–Oct — the dirt approach turns to mud after rain,Free,https://en.wikipedia.org/wiki/Aslanta%C5%9F-Y%C4%B1lanta%C5%9F
afyonkarahisar-castle,Afyonkarahisar Castle,Afyonkarahisar Kalesi,Aegean,Afyonkarahisar,heritage,gem,False,38.76526,30.53801,KZR,Kütahya Zafer (KZR),≈5h00,70,70,Apr–Jun and Sep–Oct — the steps ice over in winter and bake in July,Free,https://en.wikipedia.org/wiki/Afyonkarahisar_Castle
afyonkarahisar,Afyonkarahisar,Afyonkarahisar,Aegean,Afyonkarahisar,city,gem,False,38.75778,30.53861,KZR,Kütahya Zafer (KZR),≈5h00,70,70,Apr–Jun and Sep–Oct — the plateau is cold and grey from December to March,Free — the Ulu Cami has no charge,https://en.wikipedia.org/wiki/Afyonkarahisar
ayazini,Ayazini,Ayazini,Aegean,Afyonkarahisar,ruins,gem,False,39.01389,30.575,KZR,Kütahya Zafer (KZR),≈5h00,50,50,Apr–Jun and Sep–Oct — the plateau is snowy and bleak in midwinter,Free,"https://en.wikipedia.org/wiki/Ayazini,_%C4%B0hsaniye"
patara-ancient-city,Patara,Patara Antik Kenti,Mediterranean,Antalya,ruins,icon,False,36.26622,29.31722,DLM,Dalaman (DLM),≈2h50,90,85,Apr–May and Oct — midsummer is shadeless and the sand radiates heat,€15 for foreigners · covered by Museum Pass Türkiye and the Mediterranean pass,https://en.wikipedia.org/wiki/Patara_(Lycia)
xanthos-ancient-city,Xanthos,Ksantos,Mediterranean,Antalya,ruins,icon,True,36.35611,29.31861,DLM,Dalaman (DLM),≈2h50,80,75,"Mar–May and Oct–Nov — flowering slopes in spring, brutal glare in July",€3 for foreigners · covered by Museum Pass Türkiye,https://en.wikipedia.org/wiki/Xanthos
kalkan-town,Kalkan,Kalkan,Mediterranean,Antalya,village,gem,False,36.26667,29.41111,DLM,Dalaman (DLM),≈2h50,95,90,May–Jun and Sep–Oct — the hill streets are an oven at noon in August,Free,https://en.wikipedia.org/wiki/Kalkan
kaputas-beach,Kaputaş Beach,Kaputaş Plajı,Mediterranean,Antalya,coast,icon,False,36.2033,29.4383,DLM,Dalaman (DLM),≈2h50,105,100,Jun–Sep for swimming; May and Oct for photographs without the crowd,Free — sunbeds around ₺400 (≈€9) a pair,https://en.wikipedia.org/wiki/Kaputa%C5%9F_Beach
kibyra-ancient-city,Kibyra,Kibyra Antik Kenti,Mediterranean,Burdur,ruins,gem,False,37.1601,29.4892,DNZ,Denizli Çardak (DNZ),≈5h00,95,90,"May–Jun and Sep–Oct — 1,000 m up, so cold and wet in winter",₺150 (≈€3.50) · covered by Museum Pass Türkiye,https://en.wikipedia.org/wiki/Cibyra
kas-town,Kaş,Kaş,Mediterranean,Antalya,city,icon,False,36.2,29.64167,DLM,Dalaman (DLM),≈2h50,125,120,Apr–Jun and Sep–Nov — August is hot and the town doubles in size,Free — the theatre and the Lion Tomb are open street-side,https://en.wikipedia.org/wiki/Ka%C5%9F
gombe-yesil-gol,Gömbe and Yeşil Göl,Gömbe ve Yeşil Göl,Mediterranean,Antalya,mountain,gem,False,36.55,29.66667,DLM,Dalaman (DLM),≈2h50,105,100,Jun–Sep for the high lake — snow blocks the upper track from November to May,"Free; jeep transfer to the lake around ₺1,200 (≈€27) per vehicle","https://en.wikipedia.org/wiki/G%C3%B6mbe,_Ka%C5%9F"
salda-lake,Lake Salda,Salda Gölü,Mediterranean,Burdur,water,icon,False,37.55,29.68333,DNZ,Denizli Çardak (DNZ),≈5h00,35,35,Jun–Sep for swimming; May and Oct for the colours without the buses,Public beach around ₺100 (≈€2.30) plus parking; the protected zone runs a shuttle,https://en.wikipedia.org/wiki/Lake_Salda
kas-diving,Kaş Diving,Kaş Dalış Bölgesi,Mediterranean,Antalya,coast,gem,False,36.12861,29.68583,DLM,Dalaman (DLM),≈2h50,135,130,"May–Nov — water is 16 °C in March, 27 °C in late August",Two-tank day around €70–90 with kit; try-dives from about €55,https://en.wikipedia.org/wiki/Uluburun_shipwreck
ucagiz-teimiussa,Üçağız (Teimiussa),Üçağız / Teimiussa,Mediterranean,Antalya,village,gem,False,36.19711,29.85022,DLM,Dalaman (DLM),≈2h50,145,140,Apr–Jun and Sep–Oct — dead quiet and half-shut in winter,Free,https://en.wikipedia.org/wiki/Teimiussa
simena-kalekoy,Simena (Kaleköy),Simena / Kaleköy,Mediterranean,Antalya,village,gem,False,36.19083,29.86139,DLM,Dalaman (DLM),≈2h50,145,140,Apr–Jun and Sep–Oct — most pensions shut from November to March,Castle ₺200 (≈€4.50) · covered by Museum Pass Türkiye,https://en.wikipedia.org/wiki/Kalek%C3%B6y
kekova-sunken-city,Kekova,Kekova,Mediterranean,Antalya,coast,icon,False,36.18056,29.87778,DLM,Dalaman (DLM),≈2h50,150,145,"May–Jun and Sep–Oct — flat mornings, and the day boats thin out after September","Free to look; boat from Üçağız around ₺1,200–1,800 (≈€26–40) for a shared day",https://en.wikipedia.org/wiki/Kekova
elmali-town,Elmalı,Elmalı,Mediterranean,Antalya,village,gem,False,36.73333,29.9,AYT,Antalya (AYT),≈2h50,105,100,"May–Oct — hard frosts and snow from December, and the apple harvest is in September",Free,https://en.wikipedia.org/wiki/Elmal%C4%B1
avlan-lake,Avlan Lake,Avlan Gölü,Mediterranean,Antalya,water,gem,False,36.73333,29.9,AYT,Antalya (AYT),≈2h50,105,100,Apr–Jun and Sep–Nov — levels drop in late summer and the shore turns to mud,Free,https://en.wikipedia.org/wiki/Elmal%C4%B1
andriake-harbour,Andriake,Andriake,Mediterranean,Antalya,ruins,gem,False,36.22639,29.95639,AYT,Antalya (AYT),≈2h50,140,135,Mar–Jun and Sep–Nov — the marsh breeds mosquitoes in high summer,€6 for foreigners · covered by Museum Pass Türkiye,https://en.wikipedia.org/wiki/Andriake
myra-ancient-city,Myra,Myra Antik Kenti,Mediterranean,Antalya,ruins,icon,False,36.25917,29.98528,AYT,Antalya (AYT),≈2h50,130,125,Mar–May and Oct–Nov — the greenhouse plain traps heat in summer,€13 for foreigners · covered by Museum Pass Türkiye and the Mediterranean pass,https://en.wikipedia.org/wiki/Myra
st-nicholas-church-demre,"Church of St. Nicholas, Demre",Aziz Nikolaos Kilisesi,Mediterranean,Antalya,heritage,icon,False,36.24467,29.98543,AYT,Antalya (AYT),≈2h50,135,130,All year — spring and autumn avoid both heat and the Orthodox pilgrimage peaks,€17 for foreigners · covered by Museum Pass Türkiye,"https://en.wikipedia.org/wiki/St._Nicholas_Church,_Demre"
arycanda-ancient-city,Arycanda,Arykanda,Mediterranean,Antalya,ruins,gem,False,36.51389,30.06,AYT,Antalya (AYT),≈2h50,100,95,Apr–Jun and Sep–Oct — snow can reach the upper terraces in winter,₺180 (≈€4) · covered by Museum Pass Türkiye,https://en.wikipedia.org/wiki/Arycanda
burdur-lake,Lake Burdur,Burdur Gölü,Mediterranean,Burdur,nature,gem,False,37.75,30.18,ISE,Isparta Süleyman Demirel (ISE),≈5h10,25,25,Nov–Mar for the wintering ducks; Apr–May for waders on passage,Free,https://en.wikipedia.org/wiki/Lake_Burdur
saklikent-ski-antalya,Saklıkent Ski Centre,Saklıkent Kayak Merkezi,Mediterranean,Antalya,mountain,gem,False,36.84306,30.33639,AYT,Antalya (AYT),≈2h50,55,55,Jan–Mar for reliable snow; the road is fine but the season is short and unpredictable,Day lift pass around ₺600 (≈€13) with hire extra,https://en.wikipedia.org/wiki/Sakl%C4%B1kent
